Index;Acte;Scène;Personnage;Nb de mots;Acteur
1542;ACTE II;SCÈNE VIII;ARGAN;254;
1545;ACTE II;SCÈNE IX;BÉRALDE;52;
1547;ACTE II;SCÈNE IX;ARGAN;21;
1549;ACTE II;SCÈNE IX;BÉRALDE;16;
1551;ACTE II;SCÈNE IX;ARGAN;68;
1553;ACTE II;SCÈNE IX;BÉRALDE;21;
1555;ACTE II;SCÈNE IX;ARGAN;48;
1557;ACTE II;SCÈNE IX;BÉRALDE;73;
1559;ACTE II;SCÈNE IX;ARGAN;157;
1561;ACTE II;SCÈNE IX;BÉRALDE;552;
1642;ACTE III;SCÈNE I;BÉRALDE;78;
1644;ACTE III;SCÈNE I;TOINETTE;28;
1646;ACTE III;SCÈNE I;BÉRALDE;51;
1648;ACTE III;SCÈNE I;ARGAN;44;
1650;ACTE III;SCÈNE I;TOINETTE;72;
1652;ACTE III;SCÈNE I;ARGAN;37;
1655;ACTE III;SCÈNE II;TOINETTE;60;
1657;ACTE III;SCÈNE II;BÉRALDE;63;
1659;ACTE III;SCÈNE II;TOINETTE;0;
1661;ACTE III;SCÈNE II;BÉRALDE;7;
1663;ACTE III;SCÈNE II;TOINETTE;154;
1666;ACTE III;SCÈNE III;BÉRALDE;124;
1668;ACTE III;SCÈNE III;ARGAN;18;
1670;ACTE III;SCÈNE III;BÉRALDE;66;
1672;ACTE III;SCÈNE III;ARGAN;3;
1674;ACTE III;SCÈNE III;BÉRALDE;106;
1676;ACTE III;SCÈNE III;ARGAN;36;
1678;ACTE III;SCÈNE III;BÉRALDE;179;
1680;ACTE III;SCÈNE III;ARGAN;87;
1682;ACTE III;SCÈNE III;BÉRALDE;196;
1684;ACTE III;SCÈNE III;ARGAN;116;
1686;ACTE III;SCÈNE III;BÉRALDE;389;
1688;ACTE III;SCÈNE III;ARGAN;64;
1690;ACTE III;SCÈNE III;BÉRALDE;0;
1692;ACTE III;SCÈNE III;ARGAN;54;
1694;ACTE III;SCÈNE III;BÉRALDE;82;
1696;ACTE III;SCÈNE III;ARGAN;107;
1698;ACTE III;SCÈNE III;BÉRALDE;93;
1700;ACTE III;SCÈNE III;ARGAN;12;
1702;ACTE III;SCÈNE III;BÉRALDE;0;
1704;ACTE III;SCÈNE III;ARGAN;33;
1706;ACTE III;SCÈNE III;BÉRALDE;392;
1708;ACTE III;SCÈNE III;ARGAN;161;
1710;ACTE III;SCÈNE III;BÉRALDE;92;
1712;ACTE III;SCÈNE III;ARGAN;72;
1714;ACTE III;SCÈNE III;BÉRALDE;80;
1716;ACTE III;SCÈNE III;ARGAN;104;
1718;ACTE III;SCÈNE III;BÉRALDE;0;
1720;ACTE III;SCÈNE III;ARGAN;75;
1722;ACTE III;SCÈNE III;BÉRALDE;216;
1724;ACTE III;SCÈNE III;ARGAN;47;
1726;ACTE III;SCÈNE III;BÉRALDE;234;
1728;ACTE III;SCÈNE III;ARGAN;104;
1730;ACTE III;SCÈNE III;BÉRALDE;0;
1732;ACTE III;SCÈNE III;ARGAN;146;
1734;ACTE III;SCÈNE III;BÉRALDE;76;
1736;ACTE III;SCÈNE III;ARGAN;100;
1738;ACTE III;SCÈNE III;BÉRALDE;389;
1740;ACTE III;SCÈNE III;ARGAN;118;
1742;ACTE III;SCÈNE III;BÉRALDE;14;
1744;ACTE III;SCÈNE III;ARGAN;4;
1746;ACTE III;SCÈNE III;BÉRALDE;276;
1748;ACTE III;SCÈNE III;ARGAN;94;
1750;ACTE III;SCÈNE III;BÉRALDE;383;
1752;ACTE III;SCÈNE III;ARGAN;147;
1754;ACTE III;SCÈNE III;BÉRALDE;198;
1756;ACTE III;SCÈNE III;ARGAN;169;
1758;ACTE III;SCÈNE III;BÉRALDE;333;
1760;ACTE III;SCÈNE III;ARGAN;139;
1762;ACTE III;SCÈNE III;BÉRALDE;72;
1764;ACTE III;SCÈNE III;ARGAN;266;
1766;ACTE III;SCÈNE III;BÉRALDE;169;
1768;ACTE III;SCÈNE III;ARGAN;347;
1770;ACTE III;SCÈNE III;BÉRALDE;36;
1772;ACTE III;SCÈNE III;ARGAN;76;
1774;ACTE III;SCÈNE III;BÉRALDE;83;
1776;ACTE III;SCÈNE III;ARGAN;52;
1778;ACTE III;SCÈNE III;BÉRALDE;253;
1780;ACTE III;SCÈNE III;ARGAN;144;
1782;ACTE III;SCÈNE III;BÉRALDE;454;
1785;ACTE III;SCÈNE IV;ARGAN;34;
1787;ACTE III;SCÈNE IV;BÉRALDE;29;
1789;ACTE III;SCÈNE IV;ARGAN;49;
1791;ACTE III;SCÈNE IV;BÉRALDE;148;
1793;ACTE III;SCÈNE IV;ARGAN;48;
1795;ACTE III;SCÈNE IV;MONSIEUR FLEURANT;0;
1797;ACTE III;SCÈNE IV;BÉRALDE;81;
1799;ACTE III;SCÈNE IV;MONSIEUR FLEURANT;246;
1801;ACTE III;SCÈNE IV;ARGAN;49;
1803;ACTE III;SCÈNE IV;BÉRALDE;251;
1805;ACTE III;SCÈNE IV;ARGAN;198;
1807;ACTE III;SCÈNE IV;BÉRALDE;23;
1809;ACTE III;SCÈNE IV;ARGAN;164;
1812;ACTE III;SCÈNE V;MONSIEUR PURGON;160;
1814;ACTE III;SCÈNE V;ARGAN;21;
1816;ACTE III;SCÈNE V;MONSIEUR PURGON;84;
1818;ACTE III;SCÈNE V;TOINETTE;21;
1820;ACTE III;SCÈNE V;MONSIEUR PURGON;56;
1822;ACTE III;SCÈNE V;ARGAN;16;
1824;ACTE III;SCÈNE V;MONSIEUR PURGON;48;
1826;ACTE III;SCÈNE V;TOINETTE;9;
1828;ACTE III;SCÈNE V;MONSIEUR PURGON;60;
1830;ACTE III;SCÈNE V;ARGAN;9;
1832;ACTE III;SCÈNE V;MONSIEUR PURGON;23;
1834;ACTE III;SCÈNE V;ARGAN;9;
1836;ACTE III;SCÈNE V;MONSIEUR PURGON;28;
1838;ACTE III;SCÈNE V;TOINETTE;13;
1840;ACTE III;SCÈNE V;MONSIEUR PURGON;37;
1842;ACTE III;SCÈNE V;ARGAN;12;
1844;ACTE III;SCÈNE V;MONSIEUR PURGON;51;
1846;ACTE III;SCÈNE V;TOINETTE;16;
1848;ACTE III;SCÈNE V;MONSIEUR PURGON;47;
1850;ACTE III;SCÈNE V;ARGAN;15;
1852;ACTE III;SCÈNE V;MONSIEUR PURGON;40;
1854;ACTE III;SCÈNE V;TOINETTE;15;
1856;ACTE III;SCÈNE V;MONSIEUR PURGON;107;
1858;ACTE III;SCÈNE V;ARGAN;38;
1860;ACTE III;SCÈNE V;MONSIEUR PURGON;21;
1862;ACTE III;SCÈNE V;ARGAN;39;
1864;ACTE III;SCÈNE V;MONSIEUR PURGON;49;
1866;ACTE III;SCÈNE V;TOINETTE;19;
1868;ACTE III;SCÈNE V;MONSIEUR PURGON;77;
1870;ACTE III;SCÈNE V;ARGAN;12;
1872;ACTE III;SCÈNE V;MONSIEUR PURGON;76;
1874;ACTE III;SCÈNE V;TOINETTE;27;
1876;ACTE III;SCÈNE V;MONSIEUR PURGON;55;
1878;ACTE III;SCÈNE V;ARGAN;21;
1880;ACTE III;SCÈNE V;MONSIEUR PURGON;76;
1882;ACTE III;SCÈNE V;TOINETTE;19;
1884;ACTE III;SCÈNE V;MONSIEUR PURGON;72;
1886;ACTE III;SCÈNE V;ARGAN;16;
1888;ACTE III;SCÈNE V;MONSIEUR PURGON;189;
1890;ACTE III;SCÈNE V;TOINETTE;20;
1892;ACTE III;SCÈNE V;ARGAN;8;
1894;ACTE III;SCÈNE V;MONSIEUR PURGON;80;
1896;ACTE III;SCÈNE V;ARGAN;14;
1898;ACTE III;SCÈNE V;MONSIEUR PURGON;0;
1900;ACTE III;SCÈNE V;ARGAN;15;
1902;ACTE III;SCÈNE V;MONSIEUR PURGON;0;
1904;ACTE III;SCÈNE V;ARGAN;15;
1906;ACTE III;SCÈNE V;MONSIEUR PURGON;0;
1908;ACTE III;SCÈNE V;ARGAN;15;
1910;ACTE III;SCÈNE V;MONSIEUR PURGON;0;
1912;ACTE III;SCÈNE V;ARGAN;15;
1914;ACTE III;SCÈNE V;MONSIEUR PURGON;0;
1916;ACTE III;SCÈNE V;ARGAN;15;
1918;ACTE III;SCÈNE V;MONSIEUR PURGON;0;
1920;ACTE III;SCÈNE V;ARGAN;15;
1922;ACTE III;SCÈNE V;MONSIEUR PURGON;101;
1925;ACTE III;SCÈNE VI;ARGAN;52;
1927;ACTE III;SCÈNE VI;BÉRALDE;16;
1929;ACTE III;SCÈNE VI;ARGAN;55;
1931;ACTE III;SCÈNE VI;BÉRALDE;210;
1933;ACTE III;SCÈNE VI;ARGAN;61;
1935;ACTE III;SCÈNE VI;BÉRALDE;29;
1937;ACTE III;SCÈNE VI;ARGAN;64;
1939;ACTE III;SCÈNE VI;BÉRALDE;391;
1941;ACTE III;SCÈNE VI;ARGAN;81;
1943;ACTE III;SCÈNE VI;BÉRALDE;148;
1946;ACTE III;SCÈNE VII;TOINETTE;49;
1948;ACTE III;SCÈNE VII;ARGAN;15;
1950;ACTE III;SCÈNE VII;TOINETTE;25;
1952;ACTE III;SCÈNE VII;ARGAN;24;
1954;ACTE III;SCÈNE VII;TOINETTE;215;
1956;ACTE III;SCÈNE VII;ARGAN;13;
1958;ACTE III;SCÈNE VII;BÉRALDE;69;
1960;ACTE III;SCÈNE VII;ARGAN;57;
1962;ACTE III;SCÈNE VII;BÉRALDE;34;
1964;ACTE III;SCÈNE VII;ARGAN;123;
1967;ACTE III;SCÈNE VIII;TOINETTE;149;
1969;ACTE III;SCÈNE VIII;ARGAN;69;
1971;ACTE III;SCÈNE VIII;TOINETTE;109;
1973;ACTE III;SCÈNE VIII;ARGAN;54;
1975;ACTE III;SCÈNE VIII;BÉRALDE;186;
1977;ACTE III;SCÈNE VIII;ARGAN;60;
1980;ACTE III;SCÈNE IX;TOINETTE;24;
1982;ACTE III;SCÈNE IX;ARGAN;7;
1984;ACTE III;SCÈNE IX;TOINETTE;26;
1986;ACTE III;SCÈNE IX;ARGAN;7;
1988;ACTE III;SCÈNE IX;TOINETTE;0;
1990;ACTE III;SCÈNE IX;ARGAN;58;
1992;ACTE III;SCÈNE IX;TOINETTE;52;
1994;ACTE III;SCÈNE IX;ARGAN;60;
1996;ACTE III;SCÈNE IX;BÉRALDE;127;
1998;ACTE III;SCÈNE IX;ARGAN;124;
2001;ACTE III;SCÈNE X;TOINETTE;49;
2003;ACTE III;SCÈNE X;ARGAN;18;
2005;ACTE III;SCÈNE X;TOINETTE;193;
2007;ACTE III;SCÈNE X;ARGAN;32;
2009;ACTE III;SCÈNE X;TOINETTE;82;
2011;ACTE III;SCÈNE X;ARGAN;71;
2013;ACTE III;SCÈNE X;TOINETTE;39;
2015;ACTE III;SCÈNE X;ARGAN;16;
2017;ACTE III;SCÈNE X;TOINETTE;87;
2019;ACTE III;SCÈNE X;ARGAN;66;
2021;ACTE III;SCÈNE X;TOINETTE;0;
2023;ACTE III;SCÈNE X;ARGAN;62;
2025;ACTE III;SCÈNE X;TOINETTE;216;
2027;ACTE III;SCÈNE X;ARGAN;15;
2029;ACTE III;SCÈNE X;TOINETTE;110;
2031;ACTE III;SCÈNE X;ARGAN;64;
2033;ACTE III;SCÈNE X;TOINETTE;63;
2035;ACTE III;SCÈNE X;ARGAN;9;
2037;ACTE III;SCÈNE X;TOINETTE;19;
2039;ACTE III;SCÈNE X;ARGAN;46;
2041;ACTE III;SCÈNE X;TOINETTE;19;
2043;ACTE III;SCÈNE X;ARGAN;54;
2045;ACTE III;SCÈNE X;TOINETTE;9;
2047;ACTE III;SCÈNE X;ARGAN;34;
2049;ACTE III;SCÈNE X;TOINETTE;9;
2051;ACTE III;SCÈNE X;ARGAN;51;
2053;ACTE III;SCÈNE X;TOINETTE;9;
2055;ACTE III;SCÈNE X;ARGAN;84;
2057;ACTE III;SCÈNE X;TOINETTE;48;
2059;ACTE III;SCÈNE X;ARGAN;12;
2061;ACTE III;SCÈNE X;TOINETTE;42;
2063;ACTE III;SCÈNE X;ARGAN;12;
2065;ACTE III;SCÈNE X;TOINETTE;88;
2067;ACTE III;SCÈNE X;ARGAN;12;
2069;ACTE III;SCÈNE X;TOINETTE;84;
2071;ACTE III;SCÈNE X;ARGAN;22;
2073;ACTE III;SCÈNE X;TOINETTE;8;
2075;ACTE III;SCÈNE X;ARGAN;14;
2077;ACTE III;SCÈNE X;TOINETTE;8;
2079;ACTE III;SCÈNE X;ARGAN;7;
2081;ACTE III;SCÈNE X;TOINETTE;8;
2083;ACTE III;SCÈNE X;ARGAN;13;
2085;ACTE III;SCÈNE X;TOINETTE;8;
2087;ACTE III;SCÈNE X;ARGAN;15;
2089;ACTE III;SCÈNE X;TOINETTE;8;
2091;ACTE III;SCÈNE X;ARGAN;51;
2093;ACTE III;SCÈNE X;TOINETTE;8;
2095;ACTE III;SCÈNE X;ARGAN;39;
2097;ACTE III;SCÈNE X;TOINETTE;0;
2099;ACTE III;SCÈNE X;ARGAN;23;
2101;ACTE III;SCÈNE X;TOINETTE;37;
2103;ACTE III;SCÈNE X;ARGAN;7;
2105;ACTE III;SCÈNE X;TOINETTE;75;
2107;ACTE III;SCÈNE X;ARGAN;11;
2109;ACTE III;SCÈNE X;TOINETTE;94;
2111;ACTE III;SCÈNE X;ARGAN;32;
2113;ACTE III;SCÈNE X;TOINETTE;82;
2115;ACTE III;SCÈNE X;ARGAN;14;
2117;ACTE III;SCÈNE X;TOINETTE;157;
2119;ACTE III;SCÈNE X;ARGAN;21;
2121;ACTE III;SCÈNE X;TOINETTE;146;
2123;ACTE III;SCÈNE X;ARGAN;29;
2125;ACTE III;SCÈNE X;TOINETTE;86;
2127;ACTE III;SCÈNE X;ARGAN;48;
2129;ACTE III;SCÈNE X;BÉRALDE;48;
2131;ACTE III;SCÈNE X;ARGAN;31;
2133;ACTE III;SCÈNE X;BÉRALDE;40;
2135;ACTE III;SCÈNE X;ARGAN;199;
2138;ACTE III;SCÈNE XI;TOINETTE;62;
2140;ACTE III;SCÈNE XI;ARGAN;19;
2142;ACTE III;SCÈNE XI;TOINETTE;50;
2144;ACTE III;SCÈNE XI;ARGAN;44;
2146;ACTE III;SCÈNE XI;BÉRALDE;147;
2148;ACTE III;SCÈNE XI;ARGAN;221;
2150;ACTE III;SCÈNE XI;BÉRALDE;178;
2152;ACTE III;SCÈNE XI;ARGAN;73;
2154;ACTE III;SCÈNE XI;BÉRALDE;37;
2156;ACTE III;SCÈNE XI;ARGAN;75;
2158;ACTE III;SCÈNE XI;BÉRALDE;275;
2160;ACTE III;SCÈNE XI;TOINETTE;168;
2162;ACTE III;SCÈNE XI;ARGAN;48;
2164;ACTE III;SCÈNE XI;TOINETTE;13;
2166;ACTE III;SCÈNE XI;ARGAN;37;
2168;ACTE III;SCÈNE XI;TOINETTE;10;
2170;ACTE III;SCÈNE XI;ARGAN;54;
2172;ACTE III;SCÈNE XI;TOINETTE;0;
2174;ACTE III;SCÈNE XI;ARGAN;7;
2176;ACTE III;SCÈNE XI;TOINETTE;155;
2178;ACTE III;SCÈNE XI;ARGAN;15;
2180;ACTE III;SCÈNE XI;TOINETTE;87;
2182;ACTE III;SCÈNE XI;ARGAN;16;
2184;ACTE III;SCÈNE XI;TOINETTE;32;
2186;ACTE III;SCÈNE XI;ARGAN;53;
2188;ACTE III;SCÈNE XI;TOINETTE;171;
2191;ACTE III;SCÈNE XII;TOINETTE;44;
2193;ACTE III;SCÈNE XII;BÉLINE;18;
2195;ACTE III;SCÈNE XII;TOINETTE;9;
2197;ACTE III;SCÈNE XII;BÉLINE;11;
2199;ACTE III;SCÈNE XII;TOINETTE;19;
2201;ACTE III;SCÈNE XII;BÉLINE;17;
2203;ACTE III;SCÈNE XII;TOINETTE;39;
2205;ACTE III;SCÈNE XII;BÉLINE;10;
2207;ACTE III;SCÈNE XII;TOINETTE;172;
2209;ACTE III;SCÈNE XII;BÉLINE;110;
2211;ACTE III;SCÈNE XII;TOINETTE;38;
2213;ACTE III;SCÈNE XII;BÉLINE;362;
2215;ACTE III;SCÈNE XII;TOINETTE;31;
2217;ACTE III;SCÈNE XII;BÉLINE;387;
2219;ACTE III;SCÈNE XII;ARGAN;9;
2221;ACTE III;SCÈNE XII;BÉLINE;3;
2223;ACTE III;SCÈNE XII;ARGAN;48;
2225;ACTE III;SCÈNE XII;TOINETTE;30;
2227;ACTE III;SCÈNE XII;ARGAN;202;
2229;ACTE III;SCÈNE XII;BÉRALDE;31;
2231;ACTE III;SCÈNE XII;TOINETTE;338;
2234;ACTE III;SCÈNE XIII;TOINETTE;47;
2236;ACTE III;SCÈNE XIII;ANGÉLIQUE;39;
2238;ACTE III;SCÈNE XIII;TOINETTE;45;
2240;ACTE III;SCÈNE XIII;ANGÉLIQUE;7;
2242;ACTE III;SCÈNE XIII;TOINETTE;19;
2244;ACTE III;SCÈNE XIII;ANGÉLIQUE;26;
2246;ACTE III;SCÈNE XIII;TOINETTE;85;
2248;ACTE III;SCÈNE XIII;ANGÉLIQUE;367;
2251;ACTE III;SCÈNE XIV;CLÉANTE;62;
2253;ACTE III;SCÈNE XIV;ANGÉLIQUE;120;
2255;ACTE III;SCÈNE XIV;CLÉANTE;239;
2257;ACTE III;SCÈNE XIV;ANGÉLIQUE;381;
2259;ACTE III;SCÈNE XIV;ARGAN;11;
2261;ACTE III;SCÈNE XIV;ANGÉLIQUE;3;
2263;ACTE III;SCÈNE XIV;ARGAN;130;
2265;ACTE III;SCÈNE XIV;ANGÉLIQUE;372;
2267;ACTE III;SCÈNE XIV;CLÉANTE;149;
2269;ACTE III;SCÈNE XIV;BÉRALDE;37;
2271;ACTE III;SCÈNE XIV;TOINETTE;45;
2273;ACTE III;SCÈNE XIV;ARGAN;91;
2275;ACTE III;SCÈNE XIV;CLÉANTE;221;
2277;ACTE III;SCÈNE XIV;BÉRALDE;144;
2279;ACTE III;SCÈNE XIV;TOINETTE;136;
2281;ACTE III;SCÈNE XIV;ARGAN;82;
2283;ACTE III;SCÈNE XIV;BÉRALDE;104;
2285;ACTE III;SCÈNE XIV;ARGAN;94;
2287;ACTE III;SCÈNE XIV;BÉRALDE;121;
2289;ACTE III;SCÈNE XIV;ARGAN;65;
2291;ACTE III;SCÈNE XIV;BÉRALDE;0;
2293;ACTE III;SCÈNE XIV;TOINETTE;118;
2295;ACTE III;SCÈNE XIV;CLÉANTE;31;
2297;ACTE III;SCÈNE XIV;BÉRALDE;49;
2299;ACTE III;SCÈNE XIV;ARGAN;22;
2301;ACTE III;SCÈNE XIV;BÉRALDE;24;
2303;ACTE III;SCÈNE XIV;ARGAN;14;
2305;ACTE III;SCÈNE XIV;BÉRALDE;131;
2307;ACTE III;SCÈNE XIV;ARGAN;30;
2309;ACTE III;SCÈNE XIV;BÉRALDE;153;
2311;ACTE III;SCÈNE XIV;ARGAN;18;
2313;ACTE III;SCÈNE XIV;CLÉANTE;72;
2315;ACTE III;SCÈNE XIV;TOINETTE;27;
2317;ACTE III;SCÈNE XIV;BÉRALDE;237;
2319;ACTE III;SCÈNE XIV;ANGÉLIQUE;75;
2321;ACTE III;SCÈNE XIV;BÉRALDE;266;
2323;ACTE III;SCÈNE XIV;CLÉANTE;16;
2325;ACTE III;SCÈNE XIV;ANGÉLIQUE;136;
