Index;Acte;Scène;Personnage;Nb de mots;Acteur
2232;ACTE III;SCÈNE XII;TOINETTE;338;
2235;ACTE III;SCÈNE XIII;TOINETTE;95;
2239;ACTE III;SCÈNE XIII;TOINETTE;61;
2243;ACTE III;SCÈNE XIII;TOINETTE;54;
2247;ACTE III;SCÈNE XIII;TOINETTE;1295;
2260;ACTE III;SCÈNE XIV;ARGAN;34;
2264;ACTE III;SCÈNE XIV;ARGAN;729;
2272;ACTE III;SCÈNE XIV;TOINETTE;45;
2274;ACTE III;SCÈNE XIV;ARGAN;470;
2280;ACTE III;SCÈNE XIV;TOINETTE;136;
2282;ACTE III;SCÈNE XIV;ARGAN;193;
2286;ACTE III;SCÈNE XIV;ARGAN;222;
2290;ACTE III;SCÈNE XIV;ARGAN;0;
2294;ACTE III;SCÈNE XIV;TOINETTE;212;
2300;ACTE III;SCÈNE XIV;ARGAN;53;
2304;ACTE III;SCÈNE XIV;ARGAN;152;
2308;ACTE III;SCÈNE XIV;ARGAN;190;
2312;ACTE III;SCÈNE XIV;ARGAN;97;
2316;ACTE III;SCÈNE XIV;TOINETTE;27;
